source,onset_years,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,n,called,region_call_rate
mean,50000,20000,0.01,10000,0,10,selected,100,36,0.36
mean,50000,20000,0.01,10000,0,20,neutral,1000,19,0.019
mean,50000,20000,0.01,10000,0,20,selected,100,12,0.12
mean,50000,20000,0.01,10000,1,1,neutral,1000,821,0.821
mean,50000,20000,0.01,10000,1,1,selected,100,86,0.86
mean,50000,20000,0.01,10000,1,3,neutral,1000,713,0.713
mean,50000,20000,0.01,10000,1,3,selected,100,77,0.77
mean,50000,20000,0.01,10000,1,5,neutral,1000,568,0.568
mean,50000,20000,0.01,10000,1,5,selected,100,69,0.69
mean,50000,20000,0.01,10000,1,10,neutral,1000,219,0.219
mean,50000,20000,0.01,10000,1,10,selected,100,36,0.36
mean,50000,20000,0.01,10000,1,20,neutral,1000,29,0.029
mean,50000,20000,0.01,10000,1,20,selected,100,12,0.12
mean,50000,20000,0.01,20000,0,1,neutral,1000,790,0.79
mean,50000,20000,0.01,20000,0,1,selected,100,82,0.82
mean,50000,20000,0.01,20000,0,3,neutral,1000,537,0.537
mean,50000,20000,0.01,20000,0,3,selected,100,67,0.67
mean,50000,20000,0.01,20000,0,5,neutral,1000,239,0.239
mean,50000,20000,0.01,20000,0,5,selected,100,42,0.42
mean,50000,20000,0.01,20000,0,10,neutral,1000,29,0.029
mean,50000,20000,0.01,20000,0,10,selected,100,12,0.12
mean,50000,20000,0.01,20000,0,20,neutral,1000,1,0.001
mean,50000,20000,0.01,20000,0,20,selected,100,2,0.02
mean,50000,20000,0.01,20000,1,1,neutral,1000,790,0.79
mean,50000,20000,0.01,20000,1,1,selected,100,82,0.82
mean,50000,20000,0.01,20000,1,3,neutral,1000,544,0.544
mean,50000,20000,0.01,20000,1,3,selected,100,68,0.68
mean,50000,20000,0.01,20000,1,5,neutral,1000,254,0.254
mean,50000,20000,0.01,20000,1,5,selected,100,43,0.43
mean,50000,20000,0.01,20000,1,10,neutral,1000,35,0.035
mean,50000,20000,0.01,20000,1,10,selected,100,13,0.13
mean,50000,20000,0.01,20000,1,20,neutral,1000,1,0.001
mean,50000,20000,0.01,20000,1,20,selected,100,2,0.02
mean,50000,20000,0.01,50000,0,1,neutral,1000,714,0.714
mean,50000,20000,0.01,50000,0,1,selected,100,75,0.75
mean,50000,20000,0.01,50000,0,3,neutral,1000,133,0.133
mean,50000,20000,0.01,50000,0,3,selected,100,26,0.26
mean,50000,20000,0.01,50000,0,5,neutral,1000,20,0.02
mean,50000,20000,0.01,50000,0,5,selected,100,6,0.06
mean,50000,20000,0.01,50000,0,10,neutral,1000,0,0.0
mean,50000,20000,0.01,50000,0,10,selected,100,1,0.01
mean,50000,20000,0.01,50000,0,20,neutral,1000,0,0.0
mean,50000,20000,0.01,50000,0,20,selected,100,0,0.0
mean,50000,20000,0.01,50000,1,1,neutral,1000,714,0.714
mean,50000,20000,0.01,50000,1,1,selected,100,75,0.75
mean,50000,20000,0.01,50000,1,3,neutral,1000,147,0.147
mean,50000,20000,0.01,50000,1,3,selected,100,27,0.27
mean,50000,20000,0.01,50000,1,5,neutral,1000,25,0.025
mean,50000,20000,0.01,50000,1,5,selected,100,9,0.09
mean,50000,20000,0.01,50000,1,10,neutral,1000,1,0.001
mean,50000,20000,0.01,50000,1,10,selected,100,1,0.01
mean,50000,20000,0.01,50000,1,20,neutral,1000,0,0.0
mean,50000,20000,0.01,50000,1,20,selected,100,0,0.0
mean,50000,20000,0.001,10000,0,1,neutral,1000,223,0.223
mean,50000,20000,0.001,10000,0,1,selected,100,41,0.41
mean,50000,20000,0.001,10000,0,3,neutral,1000,128,0.128
mean,50000,20000,0.001,10000,0,3,selected,100,33,0.33
mean,50000,20000,0.001,10000,0,5,neutral,1000,77,0.077
mean,50000,20000,0.001,10000,0,5,selected,100,21,0.21
mean,50000,20000,0.001,10000,0,10,neutral,1000,10,0.01
mean,50000,20000,0.001,10000,0,10,selected,100,9,0.09
mean,50000,20000,0.001,10000,0,20,neutral,1000,0,0.0
mean,50000,20000,0.001,10000,0,20,selected,100,0,0.0
mean,50000,20000,0.001,10000,1,1,neutral,1000,223,0.223
mean,50000,20000,0.001,10000,1,1,selected,100,41,0.41
mean,50000,20000,0.001,10000,1,3,neutral,1000,132,0.132
mean,50000,20000,0.001,10000,1,3,selected,100,33,0.33
mean,50000,20000,0.001,10000,1,5,neutral,1000,80,0.08
mean,50000,20000,0.001,10000,1,5,selected,100,21,0.21
mean,50000,20000,0.001,10000,1,10,neutral,1000,11,0.011
mean,50000,20000,0.001,10000,1,10,selected,100,9,0.09
mean,50000,20000,0.001,10000,1,20,neutral,1000,0,0.0
mean,50000,20000,0.001,10000,1,20,selected,100,0,0.0
mean,50000,20000,0.001,20000,0,1,neutral,1000,195,0.195
mean,50000,20000,0.001,20000,0,1,selected,100,41,0.41
mean,50000,20000,0.001,20000,0,3,neutral,1000,70,0.07
mean,50000,20000,0.001,20000,0,3,selected,100,20,0.2
mean,50000,20000,0.001,20000,0,5,neutral,1000,13,0.013
mean,50000,20000,0.001,20000,0,5,selected,100,11,0.11
mean,50000,20000,0.001,20000,0,10,neutral,1000,0,0.0
mean,50000,20000,0.001,20000,0,10,selected,100,2,0.02
mean,50000,20000,0.001,20000,0,20,neutral,1000,0,0.0
mean,50000,20000,0.001,20000,0,20,selected,100,0,0.0
mean,50000,20000,0.001,20000,1,1,neutral,1000,195,0.195
mean,50000,20000,0.001,20000,1,1,selected,100,41,0.41
mean,50000,20000,0.001,20000,1,3,neutral,1000,75,0.075
mean,50000,20000,0.001,20000,1,3,selected,100,21,0.21
mean,50000,20000,0.001,20000,1,5,neutral,1000,14,0.014
mean,50000,20000,0.001,20000,1,5,selected,100,11,0.11
mean,50000,20000,0.001,20000,1,10,neutral,1000,1,0.001
mean,50000,20000,0.001,20000,1,10,selected,100,2,0.02
mean,50000,20000,0.001,20000,1,20,neutral,1000,0,0.0
mean,50000,20000,0.001,20000,1,20,selected,100,0,0.0
mean,50000,20000,0.001,50000,0,1,neutral,1000,143,0.143
mean,50000,20000,0.001,50000,0,1,selected,100,27,0.27
mean,50000,20000,0.001,50000,0,3,neutral,1000,8,0.008
mean,50000,20000,0.001,50000,0,3,selected,100,4,0.04
mean,50000,20000,0.001,50000,0,5,neutral,1000,0,0.0
mean,50000,20000,0.001,50000,0,5,selected,100,0,0.0
mean,50000,20000,0.001,50000,0,10,neutral,1000,0,0.0
mean,50000,20000,0.001,50000,0,10,selected,100,0,0.0
mean,50000,20000,0.001,50000,0,20,neutral,1000,0,0.0
mean,50000,20000,0.001,50000,0,20,selected,100,0,0.0
mean,50000,20000,0.001,50000,1,1,neutral,1000,143,0.143
mean,50000,20000,0.001,50000,1,1,selected,100,27,0.27
mean,50000,20000,0.001,50000,1,3,neutral,1000,9,0.009
mean,50000,20000,0.001,50000,1,3,selected,100,6,0.06
mean,50000,20000,0.001,50000,1,5,neutral,1000,0,0.0
mean,50000,20000,0.001,50000,1,5,selected,100,0,0.0
mean,50000,20000,0.001,50000,1,10,neutral,1000,0,0.0
mean,50000,20000,0.001,50000,1,10,selected,100,0,0.0
mean,50000,20000,0.001,50000,1,20,neutral,1000,0,0.0
mean,50000,20000,0.001,50000,1,20,selected,100,0,0.0
mean,50000,30000,0.05,10000,0,1,neutral,1000,1000,1.0
mean,50000,30000,0.05,10000,0,1,selected,100,100,1.0
mean,50000,30000,0.05,10000,0,3,neutral,1000,1000,1.0
mean,50000,30000,0.05,10000,0,3,selected,100,100,1.0
mean,50000,30000,0.05,10000,0,5,neutral,1000,975,0.975
mean,50000,30000,0.05,10000,0,5,selected,100,100,1.0
mean,50000,30000,0.05,10000,0,10,neutral,1000,652,0.652
mean,50000,30000,0.05,10000,0,10,selected,100,72,0.72
mean,50000,30000,0.05,10000,0,20,neutral,1000,124,0.124
mean,50000,30000,0.05,10000,0,20,selected,100,25,0.25
mean,50000,30000,0.05,10000,1,1,neutral,1000,1000,1.0
mean,50000,30000,0.05,10000,1,1,selected,100,100,1.0
mean,50000,30000,0.05,10000,1,3,neutral,1000,1000,1.0
mean,50000,30000,0.05,10000,1,3,selected,100,100,1.0
mean,50000,30000,0.05,10000,1,5,neutral,1000,976,0.976
mean,50000,30000,0.05,10000,1,5,selected,100,100,1.0
mean,50000,30000,0.05,10000,1,10,neutral,1000,702,0.702
mean,50000,30000,0.05,10000,1,10,selected,100,78,0.78
mean,50000,30000,0.05,10000,1,20,neutral,1000,148,0.148
mean,50000,30000,0.05,10000,1,20,selected,100,28,0.28
mean,50000,30000,0.05,20000,0,1,neutral,1000,1000,1.0
mean,50000,30000,0.05,20000,0,1,selected,100,100,1.0
mean,50000,30000,0.05,20000,0,3,neutral,1000,960,0.96
mean,50000,30000,0.05,20000,0,3,selected,100,99,0.99
mean,50000,30000,0.05,20000,0,5,neutral,1000,727,0.727
mean,50000,30000,0.05,20000,0,5,selected,100,79,0.79
mean,50000,30000,0.05,20000,0,10,neutral,1000,146,0.146
mean,50000,30000,0.05,20000,0,10,selected,100,32,0.32
mean,50000,30000,0.05,20000,0,20,neutral,1000,7,0.007
mean,50000,30000,0.05,20000,0,20,selected,100,2,0.02
mean,50000,30000,0.05,20000,1,1,neutral,1000,1000,1.0
mean,50000,30000,0.05,20000,1,1,selected,100,100,1.0
mean,50000,30000,0.05,20000,1,3,neutral,1000,968,0.968
mean,50000,30000,0.05,20000,1,3,selected,100,99,0.99
mean,50000,30000,0.05,20000,1,5,neutral,1000,771,0.771
mean,50000,30000,0.05,20000,1,5,selected,100,86,0.86
mean,50000,30000,0.05,20000,1,10,neutral,1000,177,0.177
mean,50000,30000,0.05,20000,1,10,selected,100,36,0.36
mean,50000,30000,0.05,20000,1,20,neutral,1000,8,0.008
mean,50000,30000,0.05,20000,1,20,selected,100,3,0.03
mean,50000,30000,0.05,50000,0,1,neutral,1000,1000,1.0
mean,50000,30000,0.05,50000,0,1,selected,100,100,1.0
mean,50000,30000,0.05,50000,0,3,neutral,1000,545,0.545
mean,50000,30000,0.05,50000,0,3,selected,100,66,0.66
mean,50000,30000,0.05,50000,0,5,neutral,1000,104,0.104
mean,50000,30000,0.05,50000,0,5,selected,100,24,0.24
mean,50000,30000,0.05,50000,0,10,neutral,1000,2,0.002
mean,50000,30000,0.05,50000,0,10,selected,100,2,0.02
mean,50000,30000,0.05,50000,0,20,neutral,1000,0,0.0
mean,50000,30000,0.05,50000,0,20,selected,100,0,0.0
mean,50000,30000,0.05,50000,1,1,neutral,1000,1000,1.0
mean,50000,30000,0.05,50000,1,1,selected,100,100,1.0
mean,50000,30000,0.05,50000,1,3,neutral,1000,605,0.605
mean,50000,30000,0.05,50000,1,3,selected,100,67,0.67
mean,50000,30000,0.05,50000,1,5,neutral,1000,163,0.163
mean,50000,30000,0.05,50000,1,5,selected,100,33,0.33
mean,50000,30000,0.05,50000,1,10,neutral,1000,6,0.006
mean,50000,30000,0.05,50000,1,10,selected,100,3,0.03
mean,50000,30000,0.05,50000,1,20,neutral,1000,0,0.0
mean,50000,30000,0.05,50000,1,20,selected,100,0,0.0
mean,50000,30000,0.01,10000,0,1,neutral,1000,883,0.883
mean,50000,30000,0.01,10000,0,1,selected,100,94,0.94
mean,50000,30000,0.01,10000,0,3,neutral,1000,761,0.761
mean,50000,30000,0.01,10000,0,3,selected,100,88,0.88
mean,50000,30000,0.01,10000,0,5,neutral,1000,519,0.519
mean,50000,30000,0.01,10000,0,5,selected,100,67,0.67
mean,50000,30000,0.01,10000,0,10,neutral,1000,129,0.129
mean,50000,30000,0.01,10000,0,10,selected,100,32,0.32
mean,50000,30000,0.01,10000,0,20,neutral,1000,12,0.012
mean,50000,30000,0.01,10000,0,20,selected,100,5,0.05
mean,50000,30000,0.01,10000,1,1,neutral,1000,883,0.883
mean,50000,30000,0.01,10000,1,1,selected,100,94,0.94
mean,50000,30000,0.01,10000,1,3,neutral,1000,766,0.766
mean,50000,30000,0.01,10000,1,3,selected,100,88,0.88
mean,50000,30000,0.01,10000,1,5,neutral,1000,536,0.536
mean,50000,30000,0.01,10000,1,5,selected,100,67,0.67
mean,50000,30000,0.01,10000,1,10,neutral,1000,147,0.147
mean,50000,30000,0.01,10000,1,10,selected,100,36,0.36
mean,50000,30000,0.01,10000,1,20,neutral,1000,13,0.013
mean,50000,30000,0.01,10000,1,20,selected,100,6,0.06
mean,50000,30000,0.01,20000,0,1,neutral,1000,860,0.86
mean,50000,30000,0.01,20000,0,1,selected,100,94,0.94
mean,50000,30000,0.01,20000,0,3,neutral,1000,479,0.479
mean,50000,30000,0.01,20000,0,3,selected,100,63,0.63
mean,50000,30000,0.01,20000,0,5,neutral,1000,170,0.17
mean,50000,30000,0.01,20000,0,5,selected,100,37,0.37
mean,50000,30000,0.01,20000,0,10,neutral,1000,12,0.012
mean,50000,30000,0.01,20000,0,10,selected,100,7,0.07
mean,50000,30000,0.01,20000,0,20,neutral,1000,0,0.0
mean,50000,30000,0.01,20000,0,20,selected,100,0,0.0
mean,50000,30000,0.01,20000,1,1,neutral,1000,860,0.86
mean,50000,30000,0.01,20000,1,1,selected,100,94,0.94
mean,50000,30000,0.01,20000,1,3,neutral,1000,500,0.5
mean,50000,30000,0.01,20000,1,3,selected,100,65,0.65
mean,50000,30000,0.01,20000,1,5,neutral,1000,184,0.184
mean,50000,30000,0.01,20000,1,5,selected,100,38,0.38
mean,50000,30000,0.01,20000,1,10,neutral,1000,16,0.016
mean,50000,30000,0.01,20000,1,10,selected,100,11,0.11
mean,50000,30000,0.01,20000,1,20,neutral,1000,0,0.0
mean,50000,30000,0.01,20000,1,20,selected,100,0,0.0
mean,50000,30000,0.01,50000,0,1,neutral,1000,760,0.76
mean,50000,30000,0.01,50000,0,1,selected,100,85,0.85
mean,50000,30000,0.01,50000,0,3,neutral,1000,83,0.083
mean,50000,30000,0.01,50000,0,3,selected,100,23,0.23
mean,50000,30000,0.01,50000,0,5,neutral,1000,11,0.011
mean,50000,30000,0.01,50000,0,5,selected,100,4,0.04
mean,50000,30000,0.01,50000,0,10,neutral,1000,0,0.0
mean,50000,30000,0.01,50000,0,10,selected,100,0,0.0
mean,50000,30000,0.01,50000,0,20,neutral,1000,0,0.0
mean,50000,30000,0.01,50000,0,20,selected,100,0,0.0
mean,50000,30000,0.01,50000,1,1,neutral,1000,760,0.76
mean,50000,30000,0.01,50000,1,1,selected,100,85,0.85
mean,50000,30000,0.01,50000,1,3,neutral,1000,97,0.097
mean,50000,30000,0.01,50000,1,3,selected,100,28,0.28
mean,50000,30000,0.01,50000,1,5,neutral,1000,14,0.014
mean,50000,30000,0.01,50000,1,5,selected,100,7,0.07
mean,50000,30000,0.01,50000,1,10,neutral,1000,0,0.0
mean,50000,30000,0.01,50000,1,10,selected,100,0,0.0
mean,50000,30000,0.01,50000,1,20,neutral,1000,0,0.0
mean,50000,30000,0.01,50000,1,20,selected,100,0,0.0
mean,50000,30000,0.001,10000,0,1,neutral,1000,268,0.268
mean,50000,30000,0.001,10000,0,1,selected,100,51,0.51
mean,50000,30000,0.001,10000,0,3,neutral,1000,130,0.13
mean,50000,30000,0.001,10000,0,3,selected,100,33,0.33
mean,50000,30000,0.001,10000,0,5,neutral,1000,52,0.052
mean,50000,30000,0.001,10000,0,5,selected,100,20,0.2
mean,50000,30000,0.001,10000,0,10,neutral,1000,6,0.006
mean,50000,30000,0.001,10000,0,10,selected,100,8,0.08
mean,50000,30000,0.001,10000,0,20,neutral,1000,0,0.0
mean,50000,30000,0.001,10000,0,20,selected,100,0,0.0
mean,50000,30000,0.001,10000,1,1,neutral,1000,268,0.268
mean,50000,30000,0.001,10000,1,1,selected,100,51,0.51
mean,50000,30000,0.001,10000,1,3,neutral,1000,135,0.135
mean,50000,30000,0.001,10000,1,3,selected,100,34,0.34
mean,50000,30000,0.001,10000,1,5,neutral,1000,54,0.054
mean,50000,30000,0.001,10000,1,5,selected,100,21,0.21
mean,50000,30000,0.001,10000,1,10,neutral,1000,7,0.007
mean,50000,30000,0.001,10000,1,10,selected,100,8,0.08
mean,50000,30000,0.001,10000,1,20,neutral,1000,1,0.001
mean,50000,30000,0.001,10000,1,20,selected,100,0,0.0
mean,50000,30000,0.001,20000,0,1,neutral,1000,229,0.229
mean,50000,30000,0.001,20000,0,1,selected,100,47,0.47
mean,50000,30000,0.001,20000,0,3,neutral,1000,45,0.045
mean,50000,30000,0.001,20000,0,3,selected,100,18,0.18
mean,50000,30000,0.001,20000,0,5,neutral,1000,8,0.008
mean,50000,30000,0.001,20000,0,5,selected,100,9,0.09
mean,50000,30000,0.001,20000,0,10,neutral,1000,0,0.0
mean,50000,30000,0.001,20000,0,10,selected,100,0,0.0
mean,50000,30000,0.001,20000,0,20,neutral,1000,0,0.0
mean,50000,30000,0.001,20000,0,20,selected,100,0,0.0
mean,50000,30000,0.001,20000,1,1,neutral,1000,229,0.229
mean,50000,30000,0.001,20000,1,1,selected,100,47,0.47
mean,50000,30000,0.001,20000,1,3,neutral,1000,47,0.047
mean,50000,30000,0.001,20000,1,3,selected,100,20,0.2
mean,50000,30000,0.001,20000,1,5,neutral,1000,12,0.012
mean,50000,30000,0.001,20000,1,5,selected,100,9,0.09
mean,50000,30000,0.001,20000,1,10,neutral,1000,1,0.001
mean,50000,30000,0.001,20000,1,10,selected,100,0,0.0
mean,50000,30000,0.001,20000,1,20,neutral,1000,0,0.0
mean,50000,30000,0.001,20000,1,20,selected,100,0,0.0
mean,50000,30000,0.001,50000,0,1,neutral,1000,155,0.155
mean,50000,30000,0.001,50000,0,1,selected,100,32,0.32
mean,50000,30000,0.001,50000,0,3,neutral,1000,7,0.007
mean,50000,30000,0.001,50000,0,3,selected,100,4,0.04
mean,50000,30000,0.001,50000,0,5,neutral,1000,0,0.0
mean,50000,30000,0.001,50000,0,5,selected,100,0,0.0
mean,50000,30000,0.001,50000,0,10,neutral,1000,0,0.0
mean,50000,30000,0.001,50000,0,10,selected,100,0,0.0
mean,50000,30000,0.001,50000,0,20,neutral,1000,0,0.0
mean,50000,30000,0.001,50000,0,20,selected,100,0,0.0
mean,50000,30000,0.001,50000,1,1,neutral,1000,155,0.155
mean,50000,30000,0.001,50000,1,1,selected,100,32,0.32
mean,50000,30000,0.001,50000,1,3,neutral,1000,7,0.007
mean,50000,30000,0.001,50000,1,3,selected,100,5,0.05
mean,50000,30000,0.001,50000,1,5,neutral,1000,0,0.0
mean,50000,30000,0.001,50000,1,5,selected,100,0,0.0
mean,50000,30000,0.001,50000,1,10,neutral,1000,0,0.0
mean,50000,30000,0.001,50000,1,10,selected,100,0,0.0
mean,50000,30000,0.001,50000,1,20,neutral,1000,0,0.0
mean,50000,30000,0.001,50000,1,20,selected,100,0,0.0
mean,50000,40000,0.05,10000,0,1,neutral,1000,1000,1.0
mean,50000,40000,0.05,10000,0,1,selected,100,100,1.0
mean,50000,40000,0.05,10000,0,3,neutral,1000,999,0.999
mean,50000,40000,0.05,10000,0,3,selected,100,100,1.0
mean,50000,40000,0.05,10000,0,5,neutral,1000,974,0.974
mean,50000,40000,0.05,10000,0,5,selected,100,96,0.96
mean,50000,40000,0.05,10000,0,10,neutral,1000,600,0.6
mean,50000,40000,0.05,10000,0,10,selected,100,68,0.68
mean,50000,40000,0.05,10000,0,20,neutral,1000,82,0.082
mean,50000,40000,0.05,10000,0,20,selected,100,23,0.23
mean,50000,40000,0.05,10000,1,1,neutral,1000,1000,1.0
mean,50000,40000,0.05,10000,1,1,selected,100,100,1.0
mean,50000,40000,0.05,10000,1,3,neutral,1000,999,0.999
mean,50000,40000,0.05,10000,1,3,selected,100,100,1.0
mean,50000,40000,0.05,10000,1,5,neutral,1000,977,0.977
mean,50000,40000,0.05,10000,1,5,selected,100,97,0.97
mean,50000,40000,0.05,10000,1,10,neutral,1000,648,0.648
mean,50000,40000,0.05,10000,1,10,selected,100,73,0.73
mean,50000,40000,0.05,10000,1,20,neutral,1000,102,0.102
mean,50000,40000,0.05,10000,1,20,selected,100,27,0.27
mean,50000,40000,0.05,20000,0,1,neutral,1000,1000,1.0
mean,50000,40000,0.05,20000,0,1,selected,100,100,1.0
mean,50000,40000,0.05,20000,0,3,neutral,1000,954,0.954
mean,50000,40000,0.05,20000,0,3,selected,100,97,0.97
mean,50000,40000,0.05,20000,0,5,neutral,1000,680,0.68
mean,50000,40000,0.05,20000,0,5,selected,100,72,0.72
mean,50000,40000,0.05,20000,0,10,neutral,1000,107,0.107
mean,50000,40000,0.05,20000,0,10,selected,100,26,0.26
mean,50000,40000,0.05,20000,0,20,neutral,1000,2,0.002
mean,50000,40000,0.05,20000,0,20,selected,100,0,0.0
mean,50000,40000,0.05,20000,1,1,neutral,1000,1000,1.0
mean,50000,40000,0.05,20000,1,1,selected,100,100,1.0
mean,50000,40000,0.05,20000,1,3,neutral,1000,965,0.965
mean,50000,40000,0.05,20000,1,3,selected,100,97,0.97
mean,50000,40000,0.05,20000,1,5,neutral,1000,743,0.743
mean,50000,40000,0.05,20000,1,5,selected,100,75,0.75
mean,50000,40000,0.05,20000,1,10,neutral,1000,137,0.137
mean,50000,40000,0.05,20000,1,10,selected,100,30,0.3
mean,50000,40000,0.05,20000,1,20,neutral,1000,4,0.004
mean,50000,40000,0.05,20000,1,20,selected,100,2,0.02
mean,50000,40000,0.05,50000,0,1,neutral,1000,1000,1.0
mean,50000,40000,0.05,50000,0,1,selected,100,100,1.0
mean,50000,40000,0.05,50000,0,3,neutral,1000,487,0.487
mean,50000,40000,0.05,50000,0,3,selected,100,54,0.54
mean,50000,40000,0.05,50000,0,5,neutral,1000,73,0.073
mean,50000,40000,0.05,50000,0,5,selected,100,16,0.16
mean,50000,40000,0.05,50000,0,10,neutral,1000,2,0.002
mean,50000,40000,0.05,50000,0,10,selected,100,0,0.0
mean,50000,40000,0.05,50000,0,20,neutral,1000,0,0.0
mean,50000,40000,0.05,50000,0,20,selected,100,0,0.0
mean,50000,40000,0.05,50000,1,1,neutral,1000,1000,1.0
mean,50000,40000,0.05,50000,1,1,selected,100,100,1.0
mean,50000,40000,0.05,50000,1,3,neutral,1000,563,0.563
mean,50000,40000,0.05,50000,1,3,selected,100,60,0.6
mean,50000,40000,0.05,50000,1,5,neutral,1000,117,0.117
mean,50000,40000,0.05,50000,1,5,selected,100,26,0.26
mean,50000,40000,0.05,50000,1,10,neutral,1000,4,0.004
mean,50000,40000,0.05,50000,1,10,selected,100,2,0.02
mean,50000,40000,0.05,50000,1,20,neutral,1000,0,0.0
mean,50000,40000,0.05,50000,1,20,selected,100,0,0.0
mean,50000,40000,0.01,10000,0,1,neutral,1000,931,0.931
mean,50000,40000,0.01,10000,0,1,selected,100,93,0.93
mean,50000,40000,0.01,10000,0,3,neutral,1000,773,0.773
mean,50000,40000,0.01,10000,0,3,selected,100,86,0.86
mean,50000,40000,0.01,10000,0,5,neutral,1000,479,0.479
mean,50000,40000,0.01,10000,0,5,selected,100,60,0.6
mean,50000,40000,0.01,10000,0,10,neutral,1000,107,0.107
mean,50000,40000,0.01,10000,0,10,selected,100,23,0.23
mean,50000,40000,0.01,10000,0,20,neutral,1000,5,0.005
mean,50000,40000,0.01,10000,0,20,selected,100,3,0.03
mean,50000,40000,0.01,10000,1,1,neutral,1000,931,0.931
mean,50000,40000,0.01,10000,1,1,selected,100,93,0.93
mean,50000,40000,0.01,10000,1,3,neutral,1000,779,0.779
mean,50000,40000,0.01,10000,1,3,selected,100,86,0.86
mean,50000,40000,0.01,10000,1,5,neutral,1000,502,0.502
mean,50000,40000,0.01,10000,1,5,selected,100,60,0.6
mean,50000,40000,0.01,10000,1,10,neutral,1000,115,0.115
mean,50000,40000,0.01,10000,1,10,selected,100,26,0.26
mean,50000,40000,0.01,10000,1,20,neutral,1000,8,0.008
mean,50000,40000,0.01,10000,1,20,selected,100,5,0.05
mean,50000,40000,0.01,20000,0,1,neutral,1000,908,0.908
mean,50000,40000,0.01,20000,0,1,selected,100,93,0.93
mean,50000,40000,0.01,20000,0,3,neutral,1000,440,0.44
mean,50000,40000,0.01,20000,0,3,selected,100,58,0.58
mean,50000,40000,0.01,20000,0,5,neutral,1000,134,0.134
mean,50000,40000,0.01,20000,0,5,selected,100,26,0.26
mean,50000,40000,0.01,20000,0,10,neutral,1000,5,0.005
mean,50000,40000,0.01,20000,0,10,selected,100,6,0.06
mean,50000,40000,0.01,20000,0,20,neutral,1000,0,0.0
mean,50000,40000,0.01,20000,0,20,selected,100,0,0.0
mean,50000,40000,0.01,20000,1,1,neutral,1000,908,0.908
mean,50000,40000,0.01,20000,1,1,selected,100,93,0.93
mean,50000,40000,0.01,20000,1,3,neutral,1000,462,0.462
mean,50000,40000,0.01,20000,1,3,selected,100,63,0.63
mean,50000,40000,0.01,20000,1,5,neutral,1000,149,0.149
mean,50000,40000,0.01,20000,1,5,selected,100,31,0.31
mean,50000,40000,0.01,20000,1,10,neutral,1000,12,0.012
mean,50000,40000,0.01,20000,1,10,selected,100,6,0.06
mean,50000,40000,0.01,20000,1,20,neutral,1000,0,0.0
mean,50000,40000,0.01,20000,1,20,selected,100,0,0.0
mean,50000,40000,0.01,50000,0,1,neutral,1000,794,0.794
mean,50000,40000,0.01,50000,0,1,selected,100,85,0.85
mean,50000,40000,0.01,50000,0,3,neutral,1000,64,0.064
mean,50000,40000,0.01,50000,0,3,selected,100,20,0.2
mean,50000,40000,0.01,50000,0,5,neutral,1000,4,0.004
mean,50000,40000,0.01,50000,0,5,selected,100,3,0.03
mean,50000,40000,0.01,50000,0,10,neutral,1000,0,0.0
mean,50000,40000,0.01,50000,0,10,selected,100,0,0.0
mean,50000,40000,0.01,50000,0,20,neutral,1000,0,0.0
mean,50000,40000,0.01,50000,0,20,selected,100,0,0.0
mean,50000,40000,0.01,50000,1,1,neutral,1000,794,0.794
mean,50000,40000,0.01,50000,1,1,selected,100,85,0.85
mean,50000,40000,0.01,50000,1,3,neutral,1000,75,0.075
mean,50000,40000,0.01,50000,1,3,selected,100,23,0.23
mean,50000,40000,0.01,50000,1,5,neutral,1000,7,0.007
mean,50000,40000,0.01,50000,1,5,selected,100,3,0.03
mean,50000,40000,0.01,50000,1,10,neutral,1000,0,0.0
