onset_years,source,pair_class,position_0based,mean_tmrca_years,mean_tmrca_years_n_regions,mean_tmrca_years_lower95,mean_tmrca_years_upper95,frac_recent_5000,frac_recent_5000_n_regions,frac_recent_5000_lower95,frac_recent_5000_upper95,frac_recent_10000,frac_recent_10000_n_regions,frac_recent_10000_lower95,frac_recent_10000_upper95,frac_recent_20000,frac_recent_20000_n_regions,frac_recent_20000_lower95,frac_recent_20000_upper95,frac_recent_30000,frac_recent_30000_n_regions,frac_recent_30000_lower95,frac_recent_30000_upper95,frac_recent_40000,frac_recent_40000_n_regions,frac_recent_40000_lower95,frac_recent_40000_upper95,frac_recent_50000,frac_recent_50000_n_regions,frac_recent_50000_lower95,frac_recent_50000_upper95
50000,truth,all pairs,4800000,624363.515,100,561388.596,687338.433,0.002633,100,0.00253324728,0.00273275272,0.007927,100,0.0076811069,0.0081728931,0.053971,100,0.0499524105,0.0579895895,0.11805,100,0.11105745,0.12504255,0.189997,100,0.175269196,0.204724804,0.23747,100,0.218589197,0.256350803
50000,truth,all pairs,4810000,631412.271,100,558627.458,704197.084,0.002646,100,0.00254539912,0.00274660088,0.007922,100,0.00767575578,0.00816824422,0.053468,100,0.0497451862,0.0571908138,0.119564,100,0.111988475,0.127139525,0.192054,100,0.176573915,0.207534085,0.240484,100,0.221546567,0.259421433
50000,truth,all pairs,4820000,628408.224,100,556488.182,700328.265,0.002627,100,0.00253174193,0.00272225807,0.007914,100,0.00767260926,0.00815539074,0.054439,100,0.0506107706,0.0582672294,0.120039,100,0.112659159,0.127418841,0.194487,100,0.179649495,0.209324505,0.240873,100,0.221619327,0.260126673
50000,truth,all pairs,4830000,601766.865,100,531734.148,671799.581,0.002604,100,0.0025110209,0.0026969791,0.007862,100,0.00762510327,0.00809889673,0.055487,100,0.0516120027,0.0593619973,0.122212,100,0.114422168,0.130001832,0.19604,100,0.181977489,0.210102511,0.247831,100,0.227447831,0.268214169
50000,truth,all pairs,4840000,635846.984,100,567685.934,704008.034,0.002628,100,0.00253210841,0.00272389159,0.007903,100,0.00766119058,0.00814480942,0.055362,100,0.0514710478,0.0592529522,0.123777,100,0.115499236,0.132054764,0.197051,100,0.183949746,0.210152254,0.25077,100,0.230382697,0.271157303
50000,truth,all pairs,4850000,619390.728,100,551277.511,687503.946,0.002652,100,0.0025543658,0.0027496342,0.007941,100,0.00770754765,0.00817445235,0.056121,100,0.0519447147,0.0602972853,0.124348,100,0.115941891,0.132754109,0.199474,100,0.186724951,0.212223049,0.259629,100,0.23783932,0.28141868
50000,truth,all pairs,4860000,669670.527,100,597888.451,741452.603,0.00264,100,0.00254473588,0.00273526412,0.007946,100,0.00771305372,0.00817894628,0.05626,100,0.052246575,0.060273425,0.127011,100,0.118861794,0.135160206,0.208917,100,0.194337765,0.223496235,0.273541,100,0.25050935,0.29657265
50000,truth,all pairs,4870000,603414.187,100,538150.817,668677.558,0.002625,100,0.00253022241,0.00271977759,0.007961,100,0.00773640707,0.00818559293,0.056822,100,0.0526850603,0.0609589397,0.129011,100,0.12046825,0.13755375,0.214543,100,0.199307361,0.229778639,0.282367,100,0.258101378,0.306632622
50000,truth,all pairs,4880000,628412.542,100,551013.109,705811.975,0.002616,100,0.00252162841,0.00271037159,0.007871,100,0.00765820158,0.00808379842,0.05691,100,0.0529058977,0.0609141023,0.129337,100,0.120856646,0.137817354,0.21548,100,0.200554183,0.230405817,0.28327,100,0.258572589,0.307967411
50000,truth,all pairs,4890000,601444.168,100,536241.941,666646.395,0.002623,100,0.00252883365,0.00271716635,0.007877,100,0.00765863859,0.00809536141,0.056849,100,0.0529691679,0.0607288321,0.131876,100,0.122609026,0.141142974,0.219939,100,0.203980451,0.235897549,0.289927,100,0.262877593,0.316976407
50000,truth,all pairs,4900000,602780.884,100,545049.242,660512.526,0.00262,100,0.0025243609,0.0027156391,0.007832,100,0.0076176823,0.0080463177,0.057612,100,0.053651842,0.061572158,0.135647,100,0.125653846,0.145640154,0.23044,100,0.212592621,0.248287379,0.314667,100,0.28393155,0.34540245
50000,truth,all pairs,4910000,595087.354,100,538945.243,651229.465,0.002614,100,0.00251691561,0.00271108439,0.007808,100,0.00759824367,0.00801775633,0.058315,100,0.0544514723,0.0621785277,0.138668,100,0.128546998,0.148789002,0.233255,100,0.215172482,0.251337518,0.322867,100,0.293505753,0.352228247
50000,truth,all pairs,4920000,630049.71,100,564643.743,695455.677,0.00261,100,0.002514091,0.002705909,0.007847,100,0.00764024607,0.00805375393,0.058713,100,0.0548701937,0.0625558063,0.141071,100,0.130315671,0.151826329,0.239802,100,0.221441256,0.258162744,0.336938,100,0.307193492,0.366682508
50000,truth,all pairs,4930000,622704.78,100,556192.457,689217.104,0.002628,100,0.00253042285,0.00272557715,0.007837,100,0.00764775653,0.00802624347,0.0591,100,0.0551748101,0.0630251899,0.140997,100,0.130770398,0.151223602,0.244685,100,0.225377169,0.263992831,0.345949,100,0.315044822,0.376853178
50000,truth,all pairs,4940000,608040.26,100,549656.888,666423.631,0.002633,100,0.00253127343,0.00273472657,0.007875,100,0.00768214042,0.00806785958,0.059716,100,0.0556360704,0.0637959296,0.143375,100,0.132803302,0.153946698,0.252257,100,0.231353619,0.273160381,0.364178,100,0.331966335,0.396389665
50000,truth,all pairs,4950000,629644.004,100,563912.053,695375.954,0.002622,100,0.00252155103,0.00272244897,0.007937,100,0.00774537584,0.00812862416,0.060549,100,0.0562973915,0.0648006085,0.150611,100,0.13924801,0.16197399,0.26954,100,0.247424119,0.291655881,0.393055,100,0.356218938,0.429891062
50000,truth,all pairs,4960000,652224.921,100,582015.913,722433.928,0.002619,100,0.00251401666,0.00272398334,0.007939,100,0.00774987762,0.00812812238,0.061145,100,0.0568211833,0.0654688167,0.155578,100,0.144047282,0.167108718,0.280973,100,0.258011935,0.303934065,0.419657,100,0.38221309,0.45710091
50000,truth,all pairs,4970000,547881.958,100,491313.498,604450.419,0.002638,100,0.00252885331,0.00274714669,0.007935,100,0.00774677386,0.00812322614,0.062241,100,0.0575064407,0.0669755593,0.162389,100,0.149936348,0.174841652,0.296728,100,0.269380592,0.324075408,0.457697,100,0.417396131,0.497997869
50000,truth,all pairs,4980000,527477.429,100,460636.031,594318.827,0.002621,100,0.00251230917,0.00272969083,0.007966,100,0.00777651366,0.00815548634,0.061902,100,0.0573190172,0.0664849828,0.164787,100,0.152609452,0.176964548,0.302906,100,0.274178618,0.331633382,0.486285,100,0.443911172,0.528658828
50000,truth,all pairs,4990000,442672.626,100,389537.592,495807.661,0.002607,100,0.00249853039,0.00271546961,0.007938,100,0.00774513207,0.00813086793,0.062832,100,0.0577988244,0.0678651756,0.174211,100,0.159470921,0.188951079,0.32438,100,0.294301848,0.354458152,0.556649,100,0.513601822,0.599696178
50000,truth,all pairs,5000000,430696.021,100,374655.751,486736.291,0.00261,100,0.00250277511,0.00271722489,0.007923,100,0.00772340218,0.00812259782,0.063552,100,0.0585097093,0.0685942907,0.180764,100,0.164780891,0.196747109,0.345383,100,0.314767792,0.375998208,0.594833,100,0.550794606,0.638871394
50000,truth,all pairs,5010000,470453.971,100,410841.32,530066.622,0.002606,100,0.00249843,0.00271357,0.007931,100,0.00773064966,0.00813135034,0.062894,100,0.0577384174,0.0680495826,0.177232,100,0.160982451,0.193481549,0.32797,100,0.29811446,0.35782554,0.539106,100,0.495916235,0.582295765
50000,truth,all pairs,5020000,528736.15,100,469259.863,588212.436,0.002614,100,0.00250488101,0.00272311899,0.007851,100,0.00765813794,0.00804386206,0.061882,100,0.0566865124,0.0670774876,0.171031,100,0.157496246,0.184565754,0.308066,100,0.28201412,0.33411788,0.504774,100,0.46313349,0.54641451
50000,truth,all pairs,5030000,588628.541,100,513955.202,663301.879,0.002642,100,0.00253437973,0.00274962027,0.007814,100,0.00762028358,0.00800771642,0.060947,100,0.0557626685,0.0661313315,0.163912,100,0.151097564,0.176726436,0.287999,100,0.262288915,0.313709085,0.442671,100,0.403527235,0.481814765
50000,truth,all pairs,5040000,589779.868,100,536703.428,642856.308,0.002648,100,0.00254382341,0.00275217659,0.007853,100,0.00765192131,0.00805407869,0.060355,100,0.0553841397,0.0653258603,0.162014,100,0.148587734,0.175440266,0.274443,100,0.247779019,0.301106981,0.405884,100,0.369091028,0.442676972
50000,truth,all pairs,5050000,657520.829,100,588379.423,726662.235,0.002639,100,0.00253168632,0.00274631368,0.007808,100,0.0076020898,0.0080139102,0.059598,100,0.0547279284,0.0644680716,0.154175,100,0.141318513,0.167031487,0.262049,100,0.236195777,0.287902223,0.383128,100,0.347090215,0.419165785
50000,truth,all pairs,5060000,604494.024,100,541447.787,667540.262,0.002658,100,0.00255372039,0.00276227961,0.007817,100,0.00760832001,0.00802567999,0.058362,100,0.0537874145,0.0629365855,0.148796,100,0.136871461,0.160720539,0.253449,100,0.228575648,0.278322352,0.373838,100,0.341038886,0.406637114
50000,truth,all pairs,5070000,659174.418,100,593892.789,724456.048,0.002641,100,0.00253588794,0.00274611206,0.007826,100,0.00761645347,0.00803554653,0.057381,100,0.0531425632,0.0616194368,0.145956,100,0.134512962,0.157399038,0.244756,100,0.221100462,0.268411538,0.353899,100,0.324207794,0.383590206
50000,truth,all pairs,5080000,603285.809,100,542460.919,664110.7,0.00263,100,0.00252366898,0.00273633102,0.0078,100,0.0075874689,0.0080125311,0.056606,100,0.0527946839,0.0604173161,0.14136,100,0.131119669,0.151600331,0.231462,100,0.210451861,0.252472139,0.335094,100,0.309060156,0.361127844
50000,truth,all pairs,5090000,671874.165,100,602329.534,741418.796,0.002632,100,0.00252241332,0.00274158668,0.00779,100,0.00757994394,0.00800005606,0.055636,100,0.0521143648,0.0591576352,0.138249,100,0.128090657,0.148407343,0.22485,100,0.206124161,0.243575839,0.319677,100,0.293713741,0.345640259
50000,truth,all pairs,5100000,638505.262,100,577489.994,699520.53,0.002631,100,0.00252084089,0.00274115911,0.0078,100,0.00758919743,0.00801080257,0.055264,100,0.0518874262,0.0586405738,0.134232,100,0.12478305,0.14368095,0.222899,100,0.204221493,0.241576507,0.305322,100,0.282014503,0.328629497
50000,truth,all pairs,5110000,654552.367,100,596536.056,712568.677,0.002621,100,0.00251285939,0.00272914061,0.007754,100,0.00754358604,0.00796441396,0.05485,100,0.0516993358,0.0580006642,0.132381,100,0.123510497,0.141251503,0.212667,100,0.195329208,0.230004792,0.287273,100,0.266198918,0.308347082
50000,truth,all pairs,5120000,672843.521,100,597507.224,748179.817,0.002621,100,0.00251333853,0.00272866147,0.007771,100,0.00755874424,0.00798325576,0.054838,100,0.0515877156,0.0580882844,0.129713,100,0.121585997,0.137840003,0.208897,100,0.191315865,0.226478135,0.279837,100,0.258896624,0.300777376
50000,truth,all pairs,5130000,644061.893,100,578064.8,710058.985,0.002616,100,0.00250068964,0.00273131036,0.007759,100,0.00753768556,0.00798031444,0.053956,100,0.0509842072,0.0569277928,0.128439,100,0.120579131,0.136298869,0.204093,100,0.187529934,0.220656066,0.270721,100,0.25053202,0.29090998
50000,truth,all pairs,5140000,648811.099,100,582845.345,714776.853,0.002592,100,0.00247443678,0.00270956322,0.007727,100,0.00749613842,0.00795786158,0.053618,100,0.0507246623,0.0565113377,0.126864,100,0.119101312,0.134626688,0.19951,100,0.182714779,0.216305221,0.265416,100,0.24568811,0.28514389
50000,truth,all pairs,5150000,650864.381,100,580122.746,721606.015,0.002612,100,0.00249062203,0.00273337797,0.00775,100,0.00751630239,0.00798369761,0.053159,100,0.0503530974,0.0559649026,0.122502,100,0.115384538,0.129619462,0.193007,100,0.177183494,0.208830506,0.255104,100,0.237404626,0.272803374
50000,truth,all pairs,5160000,609190.512,100,547507.869,670873.156,0.002649,100,0.00252611715,0.00277188285,0.007787,100,0.00754710263,0.00802689737,0.052934,100,0.0502917223,0.0555762777,0.120524,100,0.113315467,0.127732533,0.190036,100,0.173203773,0.206868227,0.253503,100,0.235258934,0.271747066
50000,truth,all pairs,5170000,567246.994,100,497050.182,637443.805,0.002637,100,0.00251795851,0.00275604149,0.007775,100,0.00753080252,0.00801919748,0.051838,100,0.0493636392,0.0543123608,0.119809,100,0.112510799,0.127107201,0.191944,100,0.174718127,0.209169873,0.25541,100,0.236843306,0.273976694
50000,truth,all pairs,5180000,588557.712,100,519812.381,657303.043,0.002644,100,0.00252370679,0.00276429321,0.007757,100,0.00752315345,0.00799084655,0.051767,100,0.0493227129,0.0542112871,0.118192,100,0.110712156,0.125671844,0.189123,100,0.171855168,0.206390832,0.25444,100,0.235445409,0.273434591
50000,truth,all pairs,5190000,618216.737,100,550809.056,685624.418,0.002634,100,0.00251337994,0.00275462006,0.007784,100,0.00755450567,0.00801349433,0.051946,100,0.0495394526,0.0543525474,0.118365,100,0.110758209,0.125971791,0.181873,100,0.167287543,0.196458457,0.242208,100,0.224377245,0.260038755
50000,truth,all pairs,5200000,658601.2,100,571718.711,745483.69,0.002625,100,0.00250473804,0.00274526196,0.007755,100,0.00752995635,0.00798004365,0.051568,100,0.04925994,0.05387606,0.115799,100,0.108716745,0.122881255,0.179584,100,0.166046138,0.193121862,0.238699,100,0.221769019,0.255628981
50000,truth,all pairs,5210000,582224.532,100,524578.76,639870.304,0.002644,100,0.00252517033,0.00276282967,0.007784,100,0.00755909166,0.00800890834,0.051988,100,0.049470271,0.054505729,0.116348,100,0.109117109,0.123578891,0.181804,100,0.16795462,0.19565338,0.238438,100,0.221284932,0.255591068
50000,truth,all pairs,5220000,606129.531,100,550360.612,661898.45,0.002656,100,0.00253804369,0.00277395631,0.00781,100,0.00758878612,0.00803121388,0.051825,100,0.0492856136,0.0543643864,0.115096,100,0.108273016,0.121918984,0.1802,100,0.166566235,0.193833765,0.232017,100,0.215594748,0.248439252
50000,truth,all pairs,5230000,586148.405,100,528931.927,643364.882,0.002664,100,0.00254776902,0.00278023098,0.007807,100,0.00757670068,0.00803729932,0.051273,100,0.0488545172,0.0536914828,0.112538,100,0.106161373,0.118914627,0.17457,100,0.161947556,0.187192444,0.229823,100,0.213695398,0.245950602
50000,truth,all pairs,5240000,583150.015,100,519051.704,647248.326,0.002681,100,0.00256387686,0.00279812314,0.00785,100,0.00762345704,0.00807654296,0.05156,100,0.0489626004,0.0541573996,0.111497,100,0.10547103,0.11752297,0.172473,100,0.161463929,0.183482071,0.230782,100,0.213791936,0.247772064
50000,truth,all pairs,5250000,518515.974,100,465628.708,571403.24,0.002679,100,0.00255987034,0.00279812966,0.007869,100,0.00764512003,0.00809287997,0.051392,100,0.048814863,0.053969137,0.112462,100,0.106430039,0.118493961,0.174444,100,0.163564966,0.185323034,0.233196,100,0.217016407,0.249375593
50000,truth,all pairs,5260000,543513.083,100,489081.246,597944.919,0.002671,100,0.00255230511,0.00278969489,0.007845,100,0.00761732103,0.00807267897,0.051367,100,0.0488590742,0.0538749258,0.111552,100,0.105684899,0.117419101,0.177295,100,0.165937199,0.188652801,0.2358,100,0.217978019,0.253621981
50000,truth,all pairs,5270000,584003.004,100,519857.659,648148.349,0.002669,100,0.00254783797,0.00279016203,0.007807,100,0.00757019604,0.00804380396,0.050908,100,0.0485140526,0.0533019474,0.109956,100,0.103637521,0.116274479,0.176309,100,0.165191337,0.187426663,0.230338,100,0.214365842,0.246310158
50000,truth,all pairs,5280000,586017.359,100,528312.307,643722.412,0.002687,100,0.00256463085,0.00280936915,0.007863,100,0.00763025466,0.00809574534,0.050956,100,0.048630824,0.053281176,0.108838,100,0.102880663,0.114795337,0.173766,100,0.162846383,0.184685617,0.228712,100,0.212389028,0.245034972
50000,truth,all pairs,5290000,544246.015,100,472092.643,616399.388,0.002684,100,0.00255838927,0.00280961073,0.007851,100,0.00762156156,0.00808043844,0.050932,100,0.0485704999,0.0532935001,0.107353,100,0.101808628,0.112897372,0.172344,100,0.1613089,0.1833791,0.229409,100,0.212557587,0.246260413
50000,truth,all pairs,5300000,530883.966,100,473598.28,588169.653,0.002674,100,0.00254782382,0.00280017618,0.007849,100,0.00762569274,0.00807230726,0.050496,100,0.0481571342,0.0528348658,0.106796,100,0.101430171,0.112161829,0.174535,100,0.163250132,0.185819868,0.228302,100,0.212232275,0.244371725
50000,truth,all pairs,5310000,543350.674,100,483896.334,602805.015,0.002676,100,0.00255025004,0.00280174996,0.00783,100,0.00761264907,0.00804735093,0.050277,100,0.0480679702,0.0524860298,0.107047,100,0.101476519,0.112617481,0.171923,100,0.161085991,0.182760009,0.227407,100,0.210400938,0.244413062
50000,truth,all pairs,5320000,537797.651,100,481247.625,594347.677,0.002683,100,0.00255722047,0.00280877953,0.007796,100,0.00757853164,0.00801346836,0.050109,100,0.0478855927,0.0523324073,0.107562,100,0.101522945,0.113601055,0.168673,100,0.15844366,0.17890234,0.2153,100,0.201064213,0.229535787
50000,truth,all pairs,5330000,560854.571,100,487706.622,634002.52,0.002702,100,0.00257415305,0.00282984695,0.007809,100,0.0075862705,0.0080317295,0.050227,100,0.0480688508,0.0523851492,0.10708,100,0.101149915,0.113010085,0.165386,100,0.155276585,0.175495415,0.212568,100,0.198443535,0.226692465
50000,truth,all pairs,5340000,551760.324,100,497732.059,605788.59,0.002696,100,0.00256544619,0.00282655381,0.007758,100,0.00753133981,0.00798466019,0.049664,100,0.0475760303,0.0517519697,0.107327,100,0.10124725,0.11340675,0.165821,100,0.155498772,0.176143228,0.215307,100,0.198686935,0.231927065
50000,truth,all pairs,5350000,543857.326,100,493125.907,594588.745,0.002691,100,0.00256172653,0.00282027347,0.007731,100,0.00749839071,0.00796360929,0.049116,100,0.0471256001,0.0511063999,0.105844,100,0.0999514379,0.111736562,0.164279,100,0.154566915,0.173991085,0.210566,100,0.196243331,0.224888669
50000,truth,all pairs,5360000,556058.033,100,482798.711,629317.355,0.002698,100,0.00256996655,0.00282603345,0.007756,100,0.00753129333,0.00798070667,0.049473,100,0.047324919,0.051621081,0.107491,100,0.101640825,0.113341175,0.166439,100,0.156943287,0.175934713,0.213812,100,0.199812399,0.227811601
50000,truth,all pairs,5370000,589186.883,100,517823.971,660549.796,0.002691,100,0.00256468285,0.00281731715,0.00773,100,0.00749689876,0.00796310124,0.049129,100,0.0470586144,0.0511993856,0.106813,100,0.100996387,0.112629613,0.167085,100,0.158030186,0.176139814,0.213237,100,0.19932536,0.22714864
50000,truth,all pairs,5380000,572088.904,100,513223.107,630954.702,0.002694,100,0.00256547548,0.00282252452,0.007755,100,0.00751615396,0.00799384604,0.048777,100,0.0467581907,0.0507958093,0.106315,100,0.100511772,0.112118228,0.163624,100,0.154681625,0.172566375,0.211916,100,0.198073465,0.225758535
50000,truth,all pairs,5390000,524928.612,100,456600.344,593256.879,0.002696,100,0.00256679346,0.00282520654,0.007802,100,0.00755394715,0.00805005285,0.04905,100,0.0469611315,0.0511388685,0.105656,100,0.100057617,0.111254383,0.166214,100,0.156828861,0.175599139,0.214502,100,0.201696406,0.227307594
50000,truth,all pairs,5400000,555027.1,100,494187.474,615866.726,0.002693,100,0.00256234464,0.00282365536,0.00784,100,0.00758620945,0.00809379055,0.048879,100,0.0467324127,0.0510255873,0.10533,100,0.100063819,0.110596181,0.165118,100,0.156178329,0.174057671,0.21092,100,0.197872696,0.223967304
50000,truth,all pairs,5410000,548238.404,100,487827.472,608649.336,0.002678,100,0.00255179357,0.00280420643,0.007771,100,0.00752064412,0.00802135588,0.049307,100,0.0470433964,0.0515706036,0.107662,100,0.101775924,0.113548076,0.166406,100,0.157456738,0.175355262,0.212881,100,0.200024404,0.225737596
50000,truth,all pairs,5420000,583216.694,100,511091.997,655341.392,0.00268,100,0.00255645532,0.00280354468,0.007811,100,0.00756775677,0.00805424323,0.048836,100,0.0465457897,0.0511262103,0.107847,100,0.101552966,0.114141034,0.166542,100,0.157221759,0.175862241,0.212487,100,0.199251226,0.225722774
50000,truth,all pairs,5430000,553931.564,100,493657.2,614205.928,0.002695,100,0.00256751456,0.00282248544,0.007842,100,0.0075915189,0.0080924811,0.048571,100,0.0463935544,0.0507484456,0.107766,100,0.101546633,0.113985367,0.165167,100,0.156793032,0.173540968,0.212029,100,0.199582464,0.224475536
50000,truth,all pairs,5440000,575360.528,100,498642.56,652078.496,0.00269,100,0.00256669698,0.00281330302,0.007805,100,0.00756532288,0.00804467712,0.048403,100,0.046253095,0.050552905,0.108459,100,0.101963586,0.114954414,0.165243,100,0.156678894,0.173807106,0.210619,100,0.1983114,0.2229266
50000,truth,all pairs,5450000,541156.886,100,486360.446,595953.326,0.002682,100,0.00255950986,0.00280449014,0.00776,100,0.00751549939,0.00800450061,0.048333,100,0.0462510357,0.0504149643,0.107297,100,0.101428696,0.113165304,0.164707,100,0.156600236,0.172813764,0.209729,100,0.198136436,0.221321564
50000,truth,all pairs,5460000,618822.012,100,551380.579,686263.446,0.002685,100,0.0025629654,0.0028070346,0.007716,100,0.00747065959,0.00796134041,0.048065,100,0.0460406147,0.0500893853,0.106497,100,0.100540261,0.112453739,0.162423,100,0.154104521,0.170741479,0.207706,100,0.196984577,0.218427423
50000,truth,all pairs,5470000,623130.514,100,551085.524,695175.504,0.002662,100,0.00254335589,0.00278064411,0.007685,100,0.00743838792,0.00793161208,0.047433,100,0.045371325,0.049494675,0.105832,100,0.0998102288,0.111853771,0.163269,100,0.154191177,0.172346823,0.204147,100,0.193157476,0.215136524
50000,truth,all pairs,5480000,574911.295,100,517454.479,632368.112,0.002654,100,0.00253794365,0.00277005635,0.007682,100,0.00744104855,0.00792295145,0.047848,100,0.0457550138,0.0499409862,0.10466,100,0.0990565373,0.110263463,0.16391,100,0.153817801,0.174002199,0.204992,100,0.193525904,0.216458096
50000,truth,all pairs,5490000,531398.836,100,464703.128,598094.545,0.002655,100,0.00253734565,0.00277265435,0.007735,100,0.00749762372,0.00797237628,0.047833,100,0.0458403549,0.0498256451,0.103578,100,0.0983011867,0.108854813,0.163433,100,0.153829616,0.173036384,0.207747,100,0.195981606,0.219512394
50000,truth,all pairs,5500000,598572.586,100,521555.808,675589.364,0.002648,100,0.00253132643,0.00276467357,0.007718,100,0.00747002091,0.00796597909,0.047659,100,0.0457166752,0.0496013248,0.102033,100,0.0968871133,0.107178887,0.161439,100,0.151746709,0.171131291,0.20487,100,0.192911849,0.216828151
50000,truth,all pairs,5510000,536102.232,100,470632.209,601572.254,0.002652,100,0.00253478233,0.00276921767,0.007723,100,0.00748798971,0.00795801029,0.047541,100,0.0456623706,0.0494196294,0.104083,100,0.0987325408,0.109433459,0.16355,100,0.153778436,0.173321564,0.21233,100,0.200055713,0.224604287
50000,truth,all pairs,5520000,548077.694,100,484549.453,611605.934,0.002663,100,0.00254157699,0.00278442301,0.007728,100,0.00748509732,0.00797090268,0.048135,100,0.0462695624,0.0500004376,0.104761,100,0.0996631447,0.109858855,0.16719,100,0.156707017,0.177672983,0.212023,100,0.199371898,0.224674102
50000,truth,all pairs,5530000,517849.694,100,455891.397,579807.99,0.002681,100,0.00255934663,0.00280265337,0.007645,100,0.00741314968,0.00787685032,0.048117,100,0.0462655108,0.0499684892,0.104595,100,0.0996406142,0.109549386,0.166823,100,0.156170176,0.177475824,0.216582,100,0.202980964,0.230183036
50000,truth,all pairs,5540000,479607.118,100,424614.064,534600.173,0.002673,100,0.00255398524,0.00279201476,0.007586,100,0.0073579084,0.0078140916,0.047818,100,0.0458860585,0.0497499415,0.104337,100,0.09919946,0.10947454,0.164831,100,0.154317654,0.175344346,0.212836,100,0.199090162,0.226581838
50000,truth,all pairs,5550000,497539.7,100,437900.031,557179.37,0.002666,100,0.00254683947,0.00278516053,0.007597,100,0.00737213172,0.00782186828,0.047593,100,0.0456596019,0.0495263981,0.103535,100,0.0981874513,0.108882549,0.165119,100,0.154493044,0.175744956,0.211106,100,0.197709328,0.224502672
50000,truth,all pairs,5560000,493859.101,100,439390.318,548327.884,0.00267,100,0.00255466274,0.00278533726,0.007551,100,0.00733003804,0.00777196196,0.047727,100,0.045715202,0.049738798,0.103019,100,0.0978885035,0.108149497,0.163409,100,0.153177437,0.173640563,0.208988,100,0.195276587,0.222699413
50000,truth,all pairs,5570000,528090.689,100,467355.584,588825.794,0.002668,100,0.00255396728,0.00278203272,0.007572,100,0.00734664369,0.00779735631,0.047651,100,0.045564143,0.049737857,0.100984,100,0.0963264269,0.105641573,0.162038,100,0.151714897,0.172361103,0.205029,100,0.192256562,0.217801438
50000,truth,all pairs,5580000,459622.058,100,408501.203,510742.913,0.002676,100,0.00256673168,0.00278526832,0.007633,100,0.00740672834,0.00785927166,0.047973,100,0.0458846983,0.0500613017,0.102087,100,0.0971070497,0.10706695,0.160774,100,0.150272306,0.171275694,0.203488,100,0.190060849,0.216915151
50000,truth,all pairs,5590000,523390.805,100,464165.238,582616.372,0.002677,100,0.00256965075,0.00278434925,0.007659,100,0.00743818928,0.00787981072,0.048121,100,0.0461217215,0.0501202785,0.103142,100,0.0979324519,0.108351548,0.15979,100,0.149294656,0.170285344,0.206025,100,0.191763974,0.220286026
50000,truth,all pairs,5600000,488435.766,100,436069.685,540801.847,0.002679,100,0.00257660167,0.00278139833,0.007636,100,0.00741527169,0.00785672831,0.048613,100,0.0465106555,0.0507153445,0.103676,100,0.097850284,0.109501716,0.159457,100,0.148740126,0.170173874,0.207404,100,0.193148572,0.221659428
50000,truth,all pairs,5610000,536845.944,100,479186.178,594505.709,0.002683,100,0.00258088324,0.00278511676,0.00762,100,0.00739225772,0.00784774228,0.048448,100,0.0464895904,0.0504064096,0.103893,100,0.0979844538,0.109801546,0.159152,100,0.148807623,0.169496377,0.205125,100,0.191028342,0.219221658
50000,truth,all pairs,5620000,517455.187,100,451835.413,583074.961,0.002684,100,0.00258096574,0.00278703426,0.007625,100,0.00741201328,0.00783798672,0.048407,100,0.0464178942,0.0503961058,0.104454,100,0.0991574539,0.109750546,0.161532,100,0.151717686,0.171346314,0.209076,100,0.193868218,0.224283782
50000,truth,all pairs,5630000,544945.069,100,475729.702,614160.435,0.002676,100,0.00257329822,0.00277870178,0.007579,100,0.00736687543,0.00779112457,0.048073,100,0.0460695872,0.0500764128,0.105923,100,0.100572585,0.111273415,0.161409,100,0.15174225,0.17107575,0.211062,100,0.19567403,0.22644997
50000,truth,all pairs,5640000,551885.917,100,481311.866,622459.969,0.002681,100,0.00257586525,0.00278613475,0.007636,100,0.0074197861,0.0078522139,0.048009,100,0.0459438615,0.0500741385,0.104973,100,0.099438309,0.110507691,0.160424,100,0.15068983,0.17015817,0.211715,100,0.19492758,0.22850242
50000,truth,all pairs,5650000,503003.839,100,446101.061,559906.617,0.002675,100,0.0025704844,0.0027795156,0.007618,100,0.00740070617,0.00783529383,0.047903,100,0.0458543628,0.0499516372,0.104635,100,0.0989798116,0.110290188,0.15866,100,0.14951305,0.16780695,0.207446,100,0.192943652,0.221948348
50000,truth,all pairs,5660000,468788.79,100,412534.176,525043.404,0.002681,100,0.00257781243,0.00278418757,0.007636,100,0.00742700647,0.00784499353,0.047664,100,0.0456694569,0.0496585431,0.104522,100,0.0986560701,0.11038793,0.159815,100,0.149686668,0.169943332,0.207798,100,0.192459233,0.223136767
50000,truth,all pairs,5670000,544991.901,100,480796.863,609186.939,0.002687,100,0.00258474314,0.00278925686,0.007645,100,0.00744350798,0.00784649202,0.047779,100,0.0458511966,0.0497068034,0.10404,100,0.0983341176,0.109745882,0.158952,100,0.148696854,0.169207146,0.206546,100,0.191972466,0.221119534
50000,truth,all pairs,5680000,529154.511,100,468682.579,589626.442,0.00269,100,0.00258728351,0.00279271649,0.007684,100,0.00748711309,0.00788088691,0.047662,100,0.0457925813,0.0495314187,0.104014,100,0.0987718658,0.109256134,0.159213,100,0.147997437,0.170428563,0.211255,100,0.194743685,0.227766315
