arm_id	estimator	threshold_years	replicate_index	observed	percentile	p_value	census_af	n_null
eas_sweep_structured	gamma_smc_frac	10000.0	43	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	44	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	45	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	46	0.16	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	47	0.04	0.4	0.6732673267326733		100
eas_sweep_structured	gamma_smc_frac	10000.0	48	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	49	0.08	0.85	0.1782178217821782		100
eas_sweep_structured	gamma_smc_frac	10000.0	50	0.14	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	51	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	52	0.17	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	53	0.18	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	54	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	55	0.08	0.85	0.1782178217821782		100
eas_sweep_structured	gamma_smc_frac	10000.0	56	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	57	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	58	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	59	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	60	0.26	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	61	0.17	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	62	0.04	0.4	0.6732673267326733		100
eas_sweep_structured	gamma_smc_frac	10000.0	63	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	64	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	65	0.32	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	66	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	67	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	68	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	69	0.16	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	70	0.08	0.85	0.1782178217821782		100
eas_sweep_structured	gamma_smc_frac	10000.0	71	0.26	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	72	0.14	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	73	0.15	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	74	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	75	0.13	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	76	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	77	0.05	0.57	0.5346534653465347		100
eas_sweep_structured	gamma_smc_frac	10000.0	78	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	79	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	80	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	81	0.15	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	82	0.23	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	83	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	84	0.04	0.4	0.6732673267326733		100
eas_sweep_structured	gamma_smc_frac	10000.0	85	0.05	0.57	0.5346534653465347		100
eas_sweep_structured	gamma_smc_frac	10000.0	86	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	87	0.08	0.85	0.1782178217821782		100
eas_sweep_structured	gamma_smc_frac	10000.0	88	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	89	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	90	0.1	0.945	0.09900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	91	0.12	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	10000.0	92	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	93	0.09	0.89	0.13861386138613863		100
eas_sweep_structured	gamma_smc_frac	10000.0	94	0.13	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	95	0.11	0.985	0.0297029702970297		100
eas_sweep_structured	gamma_smc_frac	10000.0	96	0.22	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	10000.0	97	0.06	0.715	0.33663366336633666		100
eas_sweep_structured	gamma_smc_frac	10000.0	98	0.07	0.795	0.24752475247524752		100
eas_sweep_structured	gamma_smc_frac	10000.0	99	0.13	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	20000.0	0	0.26	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	20000.0	1	0.3	1.0	0.009900990099009901		100
eas_sweep_structured	gamma_smc_frac	20000.0	2	0.22	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	20000.0	3	0.18	0.99	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	20000.0	4	0.15	0.97	0.039603960396039604		100
