scheme,source,method,alpha,onset_years,selected_called,selected_n,neutral_called,neutral_n,power,neutral_call_fraction,power_low,power_high,neutral_low,neutral_high,fdr_prevalence_0.5,f1_prevalence_0.5,fdr_prevalence_0.1,f1_prevalence_0.1,fdr_prevalence_0.01,f1_prevalence_0.01
archaic_sites,decoded,aa_g50_r1_T5000,0.1,50000,0,100,0,1000,0.0,0.0,3.469446951953614e-18,0.03699349820698568,2.168404344971009e-19,0.0038267584855551234,,0.0,,0.0,,0.0
archaic_sites,decoded,aa_g50_r1_T50000,0.01,50000,0,100,0,1000,0.0,0.0,3.469446951953614e-18,0.03699349820698568,2.168404344971009e-19,0.0038267584855551234,,0.0,,0.0,,0.0
archaic_sites,decoded,aa_g50_r1_T50000,0.05,50000,0,100,0,1000,0.0,0.0,3.469446951953614e-18,0.03699349820698568,2.168404344971009e-19,0.0038267584855551234,,0.0,,0.0,,0.0
archaic_sites,decoded,aa_g50_r1_T50000,0.1,50000,0,100,0,1000,0.0,0.0,3.469446951953614e-18,0.03699349820698568,2.168404344971009e-19,0.0038267584855551234,,0.0,,0.0,,0.0
archaic_sites,decoded,af_r1,0.01,50000,63,100,12,1000,0.63,0.012,0.5322052958094291,0.7181763946567546,0.006877647806403522,0.02085726847549828,0.018691588785046728,0.7673568818514008,0.14634146341463414,0.7249712313003452,0.6534653465346534,0.447125621007807
archaic_sites,decoded,af_r1,0.05,50000,85,100,52,1000,0.85,0.052,0.7671644040916763,0.9069401471634337,0.03987303628377742,0.06755573931927998,0.057649667405764965,0.8937960042060987,0.3550834597875569,0.7333908541846419,0.8582860953651217,0.24292655044298372
archaic_sites,decoded,af_r1,0.1,50000,92,100,96,1000,0.92,0.096,0.8500189229905127,0.9589065385156194,0.07925690009839675,0.11583512075793179,0.09448818897637795,0.9126984126984128,0.484304932735426,0.6609195402298852,0.9117421335379893,0.16106442577030813
archaic_sites,decoded,all_r1_T10000,0.01,50000,15,100,12,1000,0.15,0.012,0.0930598528365663,0.23283559590832364,0.006877647806403522,0.02085726847549828,0.07407407407407407,0.25817555938037867,0.4186046511627907,0.2384737678855326,0.8878923766816144,0.1283147989734816
archaic_sites,decoded,all_r1_T10000,0.05,50000,32,100,50,1000,0.32,0.05,0.23669147324999093,0.41662618610452384,0.03813026239274882,0.06531382024425081,0.13513513513513514,0.46715328467153283,0.5844155844155844,0.36158192090395475,0.9392789373814041,0.10207336523125997
archaic_sites,decoded,all_r1_T10000,0.1,50000,42,100,100,1000,0.42,0.1,0.3279838267435473,0.5179351329695703,0.08290944359309571,0.1201519631953484,0.19230769230769232,0.5526315789473684,0.6818181818181819,0.36206896551724144,0.9593023255813954,0.07420494699646642
archaic_sites,decoded,all_r1_T20000,0.01,50000,18,100,11,1000,0.18,0.011,0.1170022549894635,0.2666735838630073,0.006153174098086638,0.019589395700786275,0.05759162303664921,0.3022670025188917,0.3548387096774194,0.2814698983580923,0.8581560283687943,0.15866020273248127
